epsilon_x opt,epsilon_y opt,epsilon_z opt,exfoliation_en,structure,e_form,structure initial,jid,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,mpid,gap opt,composition
2.7371,2.737,2.1573,80.673125,"Full Formula (Rh4 Br12)
Reduced Formula: RhBr3
abc   :   6.339195  10.979533  26.507829
angles:  90.000000  94.608963  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Rh    0.884757  0.637204  0.162515  [0.0, 0.0, 0.0]
  1  Rh    0.884757  0.970532  0.162515  [0.0, 0.0, 0.0]
  2  Rh    0.384757  0.137204  0.162515  [0.0, 0.0, 0.0]
  3  Rh    0.384757  0.470531  0.162515  [0.0, 0.0, 0.0]
  4  Br    0.077592  0.129031  0.216064  [0.0, 0.0, 0.0]
  5  Br    0.077592  0.478705  0.216064  [0.0, 0.0, 0.0]
  6  Br    0.053101  0.803867  0.216067  [0.0, 0.0, 0.0]
  7  Br    0.577592  0.629031  0.216065  [0.0, 0.0, 0.0]
  8  Br    0.577592  0.978705  0.216065  [0.0, 0.0, 0.0]
  9  Br    0.553101  0.303867  0.216067  [0.0, 0.0, 0.0]
 10  Br    0.216413  0.303867  0.108964  [0.0, 0.0, 0.0]
 11  Br    0.191922  0.629031  0.108966  [0.0, 0.0, 0.0]
 12  Br    0.191922  0.978705  0.108966  [0.0, 0.0, 0.0]
 13  Br    0.716413  0.803867  0.108964  [0.0, 0.0, 0.0]
 14  Br    0.691922  0.129031  0.108966  [0.0, 0.0, 0.0]
 15  Br    0.691922  0.478705  0.108966  [0.0, 0.0, 0.0]",-0.369,"Full Formula (Rh4 Br12)
Reduced Formula: RhBr3
abc   :   6.445895  11.152067  26.510734
angles:  90.000000  94.686197  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Rh    -0.115243  0.637098  0.162515
  1  Rh    -0.115243  0.970638  0.162515
  2  Rh     0.384757  0.137098  0.162515
  3  Rh     0.384757  0.470637  0.162515
  4  Br     0.080325  0.12625   0.215774
  5  Br     0.080325  0.481486  0.215774
  6  Br     0.047774  0.803867  0.215868
  7  Br     0.580325  0.62625   0.215775
  8  Br     0.580325  0.981486  0.215775
  9  Br     0.547774  0.303867  0.215868
 10  Br     0.22174   0.303867  0.109163
 11  Br     0.189189  0.62625   0.109256
 12  Br     0.189189  0.981486  0.109256
 13  Br     0.72174   0.803867  0.109163
 14  Br     0.689189  0.12625   0.109256
 15  Br     0.689189  0.481486  0.109256",JVASP-6085,,,,,mp-27871,1.4866,Rh4 Br12
2.6541,3.5432,2.119,165.899325,"Full Formula (Au2 Se2)
Reduced Formula: AuSe
abc   :   6.069564   3.687540  25.312794
angles:  90.000000  94.891180  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a    b         c  velocities
---  ----  --------  ---  --------  ---------------
  0  Au    0.387207  0    0.182799  [0.0, 0.0, 0.0]
  1  Au    0.887207  0.5  0.182799  [0.0, 0.0, 0.0]
  2  Se    0.198878  0.5  0.128596  [0.0, 0.0, 0.0]
  3  Se    0.575537  0.5  0.237002  [0.0, 0.0, 0.0]",0.093,"Full Formula (Au2 Se2)
Reduced Formula: AuSe
abc   :   6.448553   3.748244  25.324641
angles:  90.000000  95.194967  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a    b         c
---  ----  --------  ---  --------
  0  Au    0.387207  0    0.182799
  1  Au    0.887207  0.5  0.182799
  2  Se    0.194083  0.5  0.132782
  3  Se    0.580332  0.5  0.232816",JVASP-13596,,,,,mp-2793,1.2922,Au2 Se2
1.6219,1.6219,1.5723,71.92963333,"Full Formula (Mg1 Br2)
Reduced Formula: MgBr2
abc   :   3.839362   3.839362  27.026122
angles:  90.000000  90.000000 119.999999
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Mg    0.42643   0.044219  0.129988  [0.0, 0.0, 0.0]
  1  Br    0.759763  0.710886  0.185683  [0.0, 0.0, 0.0]
  2  Br    0.093097  0.377552  0.074292  [0.0, 0.0, 0.0]",-1.524,"Full Formula (Mg1 Br2)
Reduced Formula: MgBr2
abc   :   3.884752   3.884752  27.026122
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0.42643   0.044219  0.129988
  1  Br    0.759763  0.710886  0.185791
  2  Br    0.093097  0.377552  0.074184",JVASP-6040,,,,,mp-30034,4.6465,Mg1 Br2
4.4356,3.5097,2.3621,39.39566667,"Full Formula (Ti2 N2 Cl2)
Reduced Formula: TiNCl
abc   :   3.271283   3.949075  28.402487
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ti    0.282681  0.059131  0.17538   [0.0, 0.0, 0.0]
  1  Ti    0.782681  0.559131  0.120456  [0.0, 0.0, 0.0]
  2  N     0.282681  0.559131  0.161309  [0.0, 0.0, 0.0]
  3  N     0.782681  0.059131  0.134527  [0.0, 0.0, 0.0]
  4  Cl    0.782681  0.059131  0.240033  [0.0, 0.0, 0.0]
  5  Cl    0.282681  0.559131  0.055804  [0.0, 0.0, 0.0]",-1.625,"Full Formula (Ti2 N2 Cl2)
Reduced Formula: TiNCl
abc   :   3.275360   3.966688  28.402487
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.282681  0.059131  0.17506
  1  Ti    0.782681  0.559131  0.120776
  2  N     0.282681  0.559131  0.161346
  3  N     0.782681  0.059131  0.13449
  4  Cl    0.782681  0.059131  0.239894
  5  Cl    0.282681  0.559131  0.055943",JVASP-6181,,,,,mp-27850,0.2527,Ti2 N2 Cl2
2.1913,1.5915,1.8223,73.847,"Full Formula (Os1 Cl2 O1)
Reduced Formula: OsCl2O
abc   :   3.601381   3.725705  26.675165
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  Os    0.5  0.5  0.237584  [0.0, 0.0, 0.0]
  1  Cl    0    0.5  0.177357  [0.0, 0.0, 0.0]
  2  Cl    0    0.5  0.29781   [0.0, 0.0, 0.0]
  3  O     0.5  0    0.237584  [0.0, 0.0, 0.0]",-0.669,"Full Formula (Os1 Cl2 O1)
Reduced Formula: OsCl2O
abc   :   3.630732   3.722344  26.675165
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Os    0.5  0.5  0.237584
  1  Cl    0    0.5  0.178193
  2  Cl    0    0.5  0.296974
  3  O     0.5  0    0.237584",JVASP-6223,,,,,mp-29133,0.0153,Os1 Cl2 O1
3.3404,3.3404,2.5341,104.2082,"Full Formula (Bi1 Te1 Cl1)
Reduced Formula: BiTeCl
abc   :   4.278415   4.278414  28.141645
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0.333333  0.666667  0.068109  [0.0, 0.0, 0.0]
  1  Te    0.666667  0.333333  0.131704  [0.0, 0.0, 0.0]
  2  Cl    0         0         0.010289  [0.0, 0.0, 0.0]",-0.501,"Full Formula (Bi1 Te1 Cl1)
Reduced Formula: BiTeCl
abc   :   4.302993   4.302993  28.141645
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0.333333  0.666667  0.068579
  1  Te    0.666667  0.333333  0.13131
  2  Cl    0         0         0.010213",JVASP-6163,,,,,mp-28944,1.8173,Bi1 Te1 Cl1
2.4156,2.4156,2.051,71.047,"Full Formula (Bi2 Cl2 O2)
Reduced Formula: BiClO
abc   :   3.884467   3.884467  29.827791
angles:  90.000000  90.000000  90.000002
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0.500006  6e-06     0.174442  [0.0, 0.0, 0.0]
  1  Bi    6e-06     0.500006  0.087991  [0.0, 0.0, 0.0]
  2  Cl    6e-06     0.500006  0.221159  [0.0, 0.0, 0.0]
  3  Cl    0.500006  6e-06     0.041274  [0.0, 0.0, 0.0]
  4  O     6e-06     6e-06     0.131216  [0.0, 0.0, 0.0]
  5  O     0.500006  0.500006  0.131216  [0.0, 0.0, 0.0]",-1.327,"Full Formula (Bi2 Cl2 O2)
Reduced Formula: BiClO
abc   :   3.913872   3.913872  29.827791
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Bi    0.500006  6e-06     0.173989
  1  Bi    6e-06     0.500006  0.088444
  2  Cl    6e-06     0.500006  0.220056
  3  Cl    0.500006  6e-06     0.042377
  4  O     6e-06     6e-06     0.131216
  5  O     0.500006  0.500006  0.131216",JVASP-6220,,,,,mp-22939,2.8983,Bi2 Cl2 O2
2.0506,2.0029,1.8668,90.03875,"Full Formula (Nd2 Br6)
Reduced Formula: NdBr3
abc   :   4.090918   9.195923  24.388934
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a         b         c  velocities
---  ----  ----  --------  --------  ---------------
  0  Nd     0.5  0         0.084592  [0.0, 0.0, 0.0]
  1  Nd    -0    0.5       0.095364  [0.0, 0.0, 0.0]
  2  Br     0.5  0.316282  0.034762  [0.0, 0.0, 0.0]
  3  Br    -0    0         2.6e-05   [0.0, 0.0, 0.0]
  4  Br     0.5  0.683718  0.034762  [0.0, 0.0, 0.0]
  5  Br     0    0.183718  0.145194  [0.0, 0.0, 0.0]
  6  Br    -0    0.816282  0.145194  [0.0, 0.0, 0.0]
  7  Br     0.5  0.5       0.17993   [0.0, 0.0, 0.0]",-1.895,"Full Formula (Nd2 Br6)
Reduced Formula: NdBr3
abc   :   4.125685   9.280261  24.388934
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Nd    0.5  0         0.084635
  1  Nd    0    0.5       0.095321
  2  Br    0.5  0.317368  0.034989
  3  Br    0    0         0
  4  Br    0.5  0.682632  0.034989
  5  Br    0    0.182632  0.144967
  6  Br    0    0.817368  0.144967
  7  Br    0.5  0.5       0.179956",JVASP-60300,3.2056,1.9807,1.9606,1.7926,mp-27975,1.6259,Nd2 Br6
9.2043,9.2043,1.9696,74.12623333,"Full Formula (Mn1 Br2)
Reduced Formula: MnBr2
abc   :   3.844090   3.844090  27.083515
angles:  90.000000  90.000000 119.999994
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Mn    0.433208  0.049181  0.130772  [0.0, 0.0, 0.0]
  1  Br    0.766541  0.715848  0.186844  [0.0, 0.0, 0.0]
  2  Br    0.099875  0.382514  0.0747    [0.0, 0.0, 0.0]",-0.684,"Full Formula (Mn1 Br2)
Reduced Formula: MnBr2
abc   :   3.897963   3.897963  27.083515
angles:  90.000000  90.000000 119.999992
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn    0.433208  0.049181  0.130772
  1  Br    0.766541  0.715848  0.18623
  2  Br    0.099875  0.382514  0.075314",JVASP-6067,,,,,mp-28306,0.5181,Mn1 Br2
1.2538,1.2538,1.3759,102.40816,"Full Formula (Pb1 F4)
Reduced Formula: PbF4
abc   :   4.374188   4.374188  28.473000
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a    b         c  velocities
---  ----  ----  ---  --------  ---------------
  0  F      0.5  0.5  0.079024  [0.0, 0.0, 0.0]
  1  F     -0    0.5  0.14879   [0.0, 0.0, 0.0]
  2  F      0.5  0    0.14879   [0.0, 0.0, 0.0]
  3  F      0.5  0.5  0.218556  [0.0, 0.0, 0.0]
  4  Pb     0.5  0.5  0.14879   [0.0, 0.0, 0.0]",-1.805,"Full Formula (Pb1 F4)
Reduced Formula: PbF4
abc   :   4.371800   4.371800  28.473000
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b        c
---  ----  ---  ---  -------
  0  F     0.5  0.5  0.07865
  1  F     0    0.5  0.14879
  2  F     0.5  0    0.14879
  3  F     0.5  0.5  0.21893
  4  Pb    0.5  0.5  0.14879",JVASP-27755,,,,,mp-341,2.5125,F4 Pb1
22.6123,22.6096,2.4239,73.5888,"Full Formula (Ni1 Br2)
Reduced Formula: NiBr2
abc   :   3.653878   3.653878  22.802993
angles:  90.000000  90.000000 120.001258
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Br    0.666667  0.333333  0.000731  [0.0, 0.0, 0.0]
  1  Br    0.33333   0.66667   0.87651   [0.0, 0.0, 0.0]
  2  Ni    3e-06     0.999997  0.938377  [0.0, 0.0, 0.0]",-0.299,"Full Formula (Ni1 Br2)
Reduced Formula: NiBr2
abc   :   3.675190   3.675191  22.802993
angles:  90.000000  90.000000 119.999991
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Br    0.666666  0.333332  0
  1  Br    0.333334  0.666668  0.877078
  2  Ni    0         0         0.938539",JVASP-60290,,,,,mp-27637,0.034,Br2 Ni1
17.1969,17.1957,2.0934,66.03243333,"Full Formula (Ni1 Cl2)
Reduced Formula: NiCl2
abc   :   3.461342   3.461342  22.613511
angles:  90.000000  90.000000 120.000027
pbc   :       True       True       True
Sites (3)
  #  SP            a         b         c  velocities
---  ----  ---------  --------  --------  ---------------
  0  Cl     0.333334  0.666666  0.999424  [0.0, 0.0, 0.0]
  1  Cl     0.666666  0.333334  0.116149  [0.0, 0.0, 0.0]
  2  Ni    -0         0         0.057786  [0.0, 0.0, 0.0]",-0.558,"Full Formula (Ni1 Cl2)
Reduced Formula: NiCl2
abc   :   3.460911   3.460911  22.613511
angles:  90.000000  90.000000 120.000017
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0.333334  0.666666  0
  1  Cl    0.666666  0.333334  0.115573
  2  Ni    0         0         0.057786",JVASP-60287,,,,,mp-27396,1.328,Cl2 Ni1
3.8961,3.8961,1.9622,69.38333333,"Full Formula (Zr1 Cl2)
Reduced Formula: ZrCl2
abc   :   3.403962   3.403961  25.717317
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Zr    0.333333  0.666667  0.53699   [0.0, 0.0, 0.0]
  1  Cl    0         0         0.470024  [0.0, 0.0, 0.0]
  2  Cl    0         0         0.603954  [0.0, 0.0, 0.0]",-1.693,"Full Formula (Zr1 Cl2)
Reduced Formula: ZrCl2
abc   :   3.416786   3.416786  25.717317
angles:  90.000000  90.000000 120.000004
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zr    0.333333  0.666667  0.53699
  1  Cl    0         0         0.47009
  2  Cl    0         0         0.603888",JVASP-6037,,,,,mp-23162,1.1973,Zr1 Cl2
11.3838,11.3838,7.6275,71.8029,"Full Formula (Sb2 Te2 Se1)
Reduced Formula: Sb2Te2Se
abc   :   4.226051   4.226051  29.198387
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sb    0         0         0.115741  [0.0, 0.0, 0.0]
  1  Sb    0.666667  0.333333  0.240424  [0.0, 0.0, 0.0]
  2  Te    0.666667  0.333333  0.055674  [0.0, 0.0, 0.0]
  3  Te    0         0         0.300491  [0.0, 0.0, 0.0]
  4  Se    0.333333  0.666667  0.178083  [0.0, 0.0, 0.0]",-0.126,"Full Formula (Sb2 Te2 Se1)
Reduced Formula: Sb2Te2Se
abc   :   4.240884   4.240884  29.198387
angles:  90.000000  90.000000 120.000002
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sb    0         0         0.116562
  1  Sb    0.666667  0.333333  0.239603
  2  Te    0.666667  0.333333  0.05674
  3  Te    0         0         0.299425
  4  Se    0.333333  0.666667  0.178083",JVASP-8996,,,,,mp-3525,0.2112,Sb2 Te2 Se1
,,,71.8940625,"Full Formula (Rh4 Cl12)
Reduced Formula: RhCl3
abc   :   6.006156  10.403081  26.273198
angles:  90.000000  94.367978  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Rh    0.894257  0.97576   0.157019  [0.0, 0.0, 0.0]
  1  Rh    0.894257  0.642418  0.157019  [0.0, 0.0, 0.0]
  2  Rh    0.394257  0.47576   0.157019  [0.0, 0.0, 0.0]
  3  Rh    0.394257  0.142418  0.157019  [0.0, 0.0, 0.0]
  4  Cl    0.085898  0.483935  0.207448  [0.0, 0.0, 0.0]
  5  Cl    0.085898  0.134244  0.207448  [0.0, 0.0, 0.0]
  6  Cl    0.061325  0.809089  0.207451  [0.0, 0.0, 0.0]
  7  Cl    0.585898  0.983934  0.207448  [0.0, 0.0, 0.0]
  8  Cl    0.585898  0.634244  0.207448  [0.0, 0.0, 0.0]
  9  Cl    0.561325  0.30909   0.207451  [0.0, 0.0, 0.0]
 10  Cl    0.227188  0.30909   0.106588  [0.0, 0.0, 0.0]
 11  Cl    0.202615  0.983934  0.106591  [0.0, 0.0, 0.0]
 12  Cl    0.202615  0.634244  0.106591  [0.0, 0.0, 0.0]
 13  Cl    0.727188  0.809089  0.106588  [0.0, 0.0, 0.0]
 14  Cl    0.702615  0.483935  0.106591  [0.0, 0.0, 0.0]
 15  Cl    0.702615  0.134244  0.106591  [0.0, 0.0, 0.0]",-0.59,"Full Formula (Rh4 Cl12)
Reduced Formula: RhCl3
abc   :   6.093011  10.548561  26.275418
angles:  90.000000  94.430894  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Rh    -0.105743  0.975772  0.157019
  1  Rh    -0.105743  0.642406  0.157019
  2  Rh     0.394257  0.475772  0.157019
  3  Rh     0.394257  0.142406  0.157019
  4  Cl     0.087861  0.485978  0.207135
  5  Cl     0.087861  0.132201  0.207135
  6  Cl     0.057094  0.809089  0.20724
  7  Cl     0.587861  0.985977  0.207135
  8  Cl     0.587861  0.632201  0.207135
  9  Cl     0.557094  0.30909   0.20724
 10  Cl     0.231419  0.30909   0.106799
 11  Cl     0.200652  0.985977  0.106904
 12  Cl     0.200652  0.632201  0.106904
 13  Cl     0.731419  0.809089  0.106799
 14  Cl     0.700652  0.485978  0.106904
 15  Cl     0.700652  0.132201  0.106904",JVASP-6148,,,,,mp-27770,,Rh4 Cl12
3.4853,3.6274,2.369,93.94533333,"Full Formula (Te2 Rh2 Cl2)
Reduced Formula: TeRhCl
abc   :   6.634815   3.690315  27.757830
angles:  90.000000 102.912320  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a    b         c  velocities
---  ----  --------  ---  --------  ---------------
  0  Te    0.399557  0    0.061071  [0.0, 0.0, 0.0]
  1  Te    0.341291  0.5  0.161725  [0.0, 0.0, 0.0]
  2  Rh    0.625205  0.5  0.110967  [0.0, 0.0, 0.0]
  3  Rh    0.115643  0    0.11183   [0.0, 0.0, 0.0]
  4  Cl    0.897478  0.5  0.06037   [0.0, 0.0, 0.0]
  5  Cl    0.84337   0    0.162427  [0.0, 0.0, 0.0]",-0.435,"Full Formula (Te2 Rh2 Cl2)
Reduced Formula: TeRhCl
abc   :   6.756840   3.719586  27.783544
angles:  90.000000 103.141627  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP            a    b         c
---  ----  ---------  ---  --------
  0  Te     0.399959  0    0.062473
  1  Te     0.340889  0.5  0.160323
  2  Rh     0.623979  0.5  0.111053
  3  Rh     0.116869  0    0.111744
  4  Cl     0.896885  0.5  0.061298
  5  Cl    -0.156037  0    0.161499",JVASP-8888,,,,,mp-22945,1.2309,Te2 Rh2 Cl2
3.5535,2.9912,2.7444,45.263,"Full Formula (Zr2 I2 N2)
Reduced Formula: ZrIN
abc   :   3.761097   4.126657  26.353899
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c  velocities
---  ----  ---  ---  --------  ---------------
  0  Zr    0    0    0.467385  [0.0, 0.0, 0.0]
  1  Zr    0.5  0.5  0.532615  [0.0, 0.0, 0.0]
  2  I     0.5  0    0.379876  [0.0, 0.0, 0.0]
  3  I     0    0.5  0.620124  [0.0, 0.0, 0.0]
  4  N     0    0.5  0.490929  [0.0, 0.0, 0.0]
  5  N     0.5  0    0.509071  [0.0, 0.0, 0.0]",-1.499,"Full Formula (Zr2 I2 N2)
Reduced Formula: ZrIN
abc   :   3.772296   4.162897  26.353899
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  Zr    0    0    0.467559
  1  Zr    0.5  0.5  0.532441
  2  I     0.5  0    0.37945
  3  I     0    0.5  0.62055
  4  N     0    0.5  0.490816
  5  N     0.5  0    0.509184",JVASP-27891,1.8691,3.0318,2.6097,2.4297,mp-23052,1.425,Zr2 I2 N2
3.7949,3.7949,3.4559,110.6542,"Full Formula (K2 Mg2 Sb2)
Reduced Formula: KMgSb
abc   :   4.738288   4.738288  28.355907
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  K     0.862275  0.362275  0.251288  [0.0, 0.0, 0.0]
  1  K     0.362275  0.862275  0.043392  [0.0, 0.0, 0.0]
  2  Mg    0.862275  0.862275  0.14734   [0.0, 0.0, 0.0]
  3  Mg    0.362275  0.362275  0.14734   [0.0, 0.0, 0.0]
  4  Sb    0.362275  0.862275  0.207779  [0.0, 0.0, 0.0]
  5  Sb    0.862275  0.362275  0.0869    [0.0, 0.0, 0.0]",-0.565,"Full Formula (K2 Mg2 Sb2)
Reduced Formula: KMgSb
abc   :   4.845267   4.845267  28.355907
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.862275  0.362275  0.250673
  1  K     0.362275  0.862275  0.044007
  2  Mg    0.862275  0.862275  0.14734
  3  Mg    0.362275  0.362275  0.14734
  4  Sb    0.362275  0.862275  0.206502
  5  Sb    0.862275  0.362275  0.088177",JVASP-9002,,,,,mp-7089,0.7654,K2 Mg2 Sb2
3.7837,3.7837,2.7694,40.4786,"Full Formula (Sc2 C1 Cl2)
Reduced Formula: Sc2CCl2
abc   :   3.433539   3.433538  29.100014
angles:  90.000000  90.000000 119.999994
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Sc    0.666667  0.333333  0.131208  [0.0, 0.0, 0.0]
  1  Sc    0.333333  0.666667  0.215872  [0.0, 0.0, 0.0]
  2  C     0         0         0.17354   [0.0, 0.0, 0.0]
  3  Cl    0.333333  0.666667  0.073956  [0.0, 0.0, 0.0]
  4  Cl    0.666667  0.333333  0.273123  [0.0, 0.0, 0.0]",-1.642,"Full Formula (Sc2 C1 Cl2)
Reduced Formula: Sc2CCl2
abc   :   3.448989   3.448989  29.100014
angles:  90.000000  90.000000 119.999994
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sc    0.666667  0.333333  0.131232
  1  Sc    0.333333  0.666667  0.215848
  2  C     0         0         0.17354
  3  Cl    0.333333  0.666667  0.073794
  4  Cl    0.666667  0.333333  0.273285",JVASP-6172,,,,,mp-28479,0.9156,Sc2 C1 Cl2
4.2999,5.9427,3.5324,54.49275,"Full Formula (Ti2 S6)
Reduced Formula: TiS3
abc   :   5.022497   3.411773  29.517814
angles:  90.000000  95.775325  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Ti    0.723083  0.25  0.115632  [0.0, 0.0, 0.0]
  1  Ti    0.276917  0.75  0.206811  [0.0, 0.0, 0.0]
  2  S     0.896499  0.75  0.064165  [0.0, 0.0, 0.0]
  3  S     0.488932  0.75  0.064143  [0.0, 0.0, 0.0]
  4  S     0.241143  0.25  0.146218  [0.0, 0.0, 0.0]
  5  S     0.758857  0.75  0.176225  [0.0, 0.0, 0.0]
  6  S     0.511068  0.25  0.2583    [0.0, 0.0, 0.0]
  7  S     0.103501  0.25  0.258278  [0.0, 0.0, 0.0]",-1.042,"Full Formula (Ti2 S6)
Reduced Formula: TiS3
abc   :   5.029731   3.415617  29.517814
angles:  90.000000  95.766991  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c
---  ----  --------  ----  --------
  0  Ti    0.722972  0.25  0.115643
  1  Ti    0.277028  0.75  0.2068
  2  S     0.895748  0.75  0.064348
  3  S     0.489814  0.75  0.064281
  4  S     0.241151  0.25  0.146172
  5  S     0.758849  0.75  0.176271
  6  S     0.510186  0.25  0.258162
  7  S     0.104252  0.25  0.258095",JVASP-6151,,,,,mp-9920,0.135,Ti2 S6
,,,223.312625,"Full Formula (K2 Sb2 S4)
Reduced Formula: KSbS2
abc   :   8.563682   6.929783  27.466900
angles:  90.000000  90.000000 123.108292
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  K     0.5       0.25      0.122981  [0.0, 0.0, 0.0]
  1  K     0.5       0.75      0.221684  [0.0, 0.0, 0.0]
  2  Sb    0         0.75      0.202184  [0.0, 0.0, 0.0]
  3  Sb    0         0.25      0.142482  [0.0, 0.0, 0.0]
  4  S     0.214844  0.729101  0.146688  [0.0, 0.0, 0.0]
  5  S     0.785156  0.770899  0.146688  [0.0, 0.0, 0.0]
  6  S     0.214844  0.229101  0.197978  [0.0, 0.0, 0.0]
  7  S     0.785156  0.270899  0.197978  [0.0, 0.0, 0.0]",-0.62,"Full Formula (K2 Sb2 S4)
Reduced Formula: KSbS2
abc   :   8.868600   6.976900  27.466900
angles:  90.000000  90.000000 121.646004
pbc   :       True       True       True
Sites (8)
  #  SP          a       b         c
---  ----  -------  ------  --------
  0  K      0.5     0.25    0.123321
  1  K      0.5     0.75    0.221344
  2  Sb    -0       0.75    0.201664
  3  Sb    -0       0.25    0.143002
  4  S      0.2036  0.7201  0.145828
  5  S      0.7964  0.7799  0.145828
  6  S      0.2036  0.2201  0.198838
  7  S      0.7964  0.2799  0.198838",JVASP-9026,,,,,mp-11703,,K2 Sb2 S4
