Current (A),Voltage (V),Charge Capacity (mAh),Discharge Capacity (mAh),Time (s),Temperature (C)
-58.03571,3.3847,0.0,35.78633,83812.0,0
-58.03571,3.3782,0.0,36.26994,83842.0,0
-58.03571,3.3723,0.0,36.75356,83872.0,0
-58.02951,3.3658,0.0,37.23718,83902.0,0
-58.03571,3.3593,0.0,37.72079,83932.0,0
-58.03571,3.3525,0.0,38.20441,83962.0,0
-58.03571,3.3454,0.0,38.68803,83992.0,0
-58.03571,3.3382,0.0,39.17165,84022.0,0
-58.03571,3.3305,0.0,39.65528,84052.0,0
-58.03571,3.3224,0.0,40.13889,84082.0,0
-58.03571,3.3141,0.0,40.62251,84112.0,0
-58.03571,3.3048,0.0,41.10613,84142.0,0
-58.03571,3.2948,0.0,41.58975,84172.0,0
-58.03571,3.2834,0.0,42.07338,84202.0,0
-58.03571,3.271,0.0,42.557,84232.0,0
-58.02951,3.2558,0.0,43.04062,84262.0,0
-58.02951,3.2378,0.0,43.52424,84292.0,0
-58.02951,3.2142,0.0,44.00787,84322.0,0
-58.03571,3.182,0.0,44.49149,84352.0,0
-58.03571,3.1349,0.0,44.9751,84382.0,0
-58.03571,3.0608,0.0,45.45873,84412.0,0
-58.03571,2.9402,0.0,45.94235,84442.0,0
-58.02951,2.7433,0.0,46.42598,84472.0,0
-58.03571,2.4618,0.0,46.9096,84502.0,0
-58.03571,2.1995,0.0,47.39162,84532.0,0
0.0,3.3823,0.0,0.0,84562.0,0
0.0,3.4347,0.0,0.0,84592.0,0
0.0,3.4629,0.0,0.0,84622.0,0
0.0,3.4787,0.0,0.0,84652.0,0
0.0,3.488,0.0,0.0,84682.0,0
0.0,3.4939,0.0,0.0,84712.0,0
0.0,3.4985,0.0,0.0,84742.0,0
0.0,3.5016,0.0,0.0,84772.0,0
0.0,3.5047,0.0,0.0,84802.0,0
0.0,3.5069,0.0,0.0,84832.0,0
0.0,3.5088,0.0,0.0,84862.0,0
0.0,3.5106,0.0,0.0,84892.0,0
0.0,3.5119,0.0,0.0,84922.0,0
0.0,3.5134,0.0,0.0,84952.0,0
0.0,3.5146,0.0,0.0,84982.0,0
0.0,3.5156,0.0,0.0,85012.0,0
0.0,3.5168,0.0,0.0,85042.0,0
0.0,3.5177,0.0,0.0,85072.0,0
0.0,3.5187,0.0,0.0,85102.0,0
0.0,3.5196,0.0,0.0,85132.0,0
58.04191,3.7233,0.48207,0.0,85162.0,0
58.04191,3.7509,0.96575,0.0,85192.0,0
58.04191,3.7695,1.44943,0.0,85222.0,0
58.04191,3.7837,1.93311,0.0,85252.0,0
58.04191,3.7949,2.41679,0.0,85282.0,0
58.04191,3.8051,2.90047,0.0,85312.0,0
58.04191,3.8135,3.38416,0.0,85342.0,0
58.04191,3.8213,3.86784,0.0,85372.0,0
58.04191,3.8284,4.35152,0.0,85402.0,0
58.04191,3.8343,4.8352,0.0,85432.0,0
58.04191,3.8402,5.31889,0.0,85462.0,0
58.04191,3.8454,5.80257,0.0,85494.0,0
58.04191,3.8504,6.28625,0.0,85524.0,0
58.04191,3.855,6.76993,0.0,85554.0,0
58.04191,3.8594,7.25362,0.0,85584.0,0
58.04191,3.864,7.7373,0.0,85614.0,0
58.04191,3.8684,8.22098,0.0,85644.0,0
58.04191,3.8724,8.70466,0.0,85674.0,0
58.04191,3.8767,9.18835,0.0,85704.0,0
58.04191,3.8808,9.67203,0.0,85734.0,0
58.04191,3.8851,10.15571,0.0,85764.0,0
58.04191,3.8891,10.63939,0.0,85794.0,0
58.04191,3.8935,11.12308,0.0,85824.0,0
58.04191,3.8975,11.60676,0.0,85854.0,0
58.04191,3.9022,12.09044,0.0,85884.0,0
58.04191,3.9065,12.57413,0.0,85914.0,0
58.04191,3.9112,13.05781,0.0,85944.0,0
58.04191,3.9158,13.54149,0.0,85974.0,0
58.04191,3.9205,14.02517,0.0,86004.0,0
58.04191,3.9254,14.50886,0.0,86034.0,0
58.04191,3.9304,14.99254,0.0,86064.0,0
58.04191,3.9353,15.47622,0.0,86094.0,0
58.04191,3.9409,15.9599,0.0,86124.0,0
58.04191,3.9459,16.44359,0.0,86154.0,0
58.04191,3.9518,16.92727,0.0,86184.0,0
58.04191,3.9574,17.41095,0.0,86214.0,0
58.04191,3.9636,17.89463,0.0,86244.0,0
58.04191,3.9691,18.37832,0.0,86274.0,0
58.04191,3.9756,18.862,0.0,86304.0,0
58.04191,3.9822,19.34568,0.0,86334.0,0
58.04191,3.989,19.82936,0.0,86364.0,0
58.04191,3.9958,20.31304,0.0,86394.0,0
58.04191,4.0026,20.79673,0.0,86424.0,0
58.04191,4.0101,21.28041,0.0,86454.0,0
58.04191,4.0178,21.76409,0.0,86484.0,0
58.04191,4.0256,22.24778,0.0,86514.0,0
58.04191,4.0336,22.73146,0.0,86544.0,0
58.04191,4.042,23.21514,0.0,86574.0,0
58.04191,4.0504,23.69882,0.0,86604.0,0
58.04191,4.0593,24.18251,0.0,86634.0,0
58.04191,4.0683,24.66619,0.0,86664.0,0
58.04191,4.0773,25.14987,0.0,86694.0,0
58.04191,4.0866,25.63356,0.0,86724.0,0
58.04191,4.0959,26.11724,0.0,86754.0,0
58.04191,4.1055,26.60092,0.0,86784.0,0
58.04191,4.1158,27.0846,0.0,86814.0,0
58.04191,4.1254,27.56829,0.0,86844.0,0
58.04191,4.1353,28.05197,0.0,86874.0,0
58.04191,4.1452,28.53565,0.0,86904.0,0
58.04191,4.1558,29.01933,0.0,86934.0,0
58.04191,4.166,29.50302,0.0,86964.0,0
58.04191,4.1762,29.9867,0.0,86994.0,0
58.04191,4.1868,30.47038,0.0,87024.0,0
58.04191,4.197,30.95406,0.0,87054.0,0
58.04191,4.2075,31.43774,0.0,87084.0,0
58.04191,4.2178,31.92143,0.0,87114.0,0
58.04191,4.2286,32.40511,0.0,87144.0,0
58.04191,4.2392,32.88879,0.0,87174.0,0
58.04191,4.2497,33.37247,0.0,87204.0,0
58.04191,4.2606,33.85616,0.0,87234.0,0
58.04191,4.2714,34.33984,0.0,87264.0,0
58.04191,4.2823,34.82352,0.0,87294.0,0
58.04191,4.2928,35.3072,0.0,87324.0,0
58.04191,4.3036,35.79089,0.0,87354.0,0
58.04191,4.3145,36.27457,0.0,87384.0,0
58.04191,4.3253,36.75825,0.0,87414.0,0
58.04191,4.3362,37.24194,0.0,87444.0,0
58.04191,4.3474,37.72562,0.0,87474.0,0
54.97892,4.3501,38.20008,0.0,87504.0,0
51.5749,4.3501,38.6435,0.0,87534.0,0
48.63591,4.3501,39.06084,0.0,87564.0,0
45.94494,4.3501,39.45476,0.0,87594.0,0
43.44618,4.3501,39.82706,0.0,87624.0,0
41.05902,4.3501,40.179,0.0,87654.0,0
38.81448,4.3501,40.51167,0.0,87684.0,0
36.68774,4.3501,40.82619,0.0,87714.0,0
34.69742,4.3501,41.12358,0.0,87744.0,0
32.8435,4.3501,41.40491,0.0,87774.0,0
31.10119,4.3501,41.67124,0.0,87804.0,0
29.45808,4.3501,41.92348,0.0,87834.0,0
27.94518,4.3501,42.16259,0.0,87864.0,0
26.51289,4.3501,42.38941,0.0,87894.0,0
25.18601,4.3501,42.6047,0.0,87924.0,0
23.92733,4.3501,42.80927,0.0,87954.0,0
22.74925,4.3501,43.00373,0.0,87984.0,0
21.67038,4.3501,43.18876,0.0,88014.0,0
20.65352,4.3501,43.36499,0.0,88044.0,0
19.68006,4.3501,43.53297,0.0,88074.0,0
18.781,4.3501,43.69321,0.0,88104.0,0
17.94394,4.3501,43.84616,0.0,88134.0,0
17.16269,4.3501,43.99239,0.0,88164.0,0
16.41245,4.3501,44.13224,0.0,88194.0,0
15.7304,4.3501,44.26615,0.0,88224.0,0
15.06696,4.3501,44.3944,0.0,88254.0,0
14.44692,4.3501,44.51735,0.0,88284.0,0
13.85788,4.3501,44.63524,0.0,88314.0,0
13.28125,4.3501,44.74827,0.0,88344.0,0
12.76041,4.3501,44.85674,0.0,88374.0,0
12.24578,4.3501,44.9609,0.0,88404.0,0
11.76215,4.3501,45.06089,0.0,88434.0,0
11.29712,4.3501,45.15694,0.0,88464.0,0
10.86309,4.3501,45.24924,0.0,88494.0,0
10.44766,4.3498,45.338,0.0,88524.0,0
10.05084,4.3501,45.42337,0.0,88554.0,0
9.67261,4.3501,45.50552,0.0,88584.0,0
9.30679,4.3498,45.58454,0.0,88614.0,0
8.95957,4.3501,45.66065,0.0,88644.0,0
8.63715,4.3501,45.73401,0.0,88674.0,0
8.33333,4.3501,45.80472,0.0,88704.0,0
8.04191,4.3501,45.87291,0.0,88734.0,0
7.75049,4.3501,45.93872,0.0,88764.0,0
7.47767,4.3501,46.00215,0.0,88794.0,0
7.22966,4.3501,46.06344,0.0,88824.0,0
6.98784,4.3501,46.12269,0.0,88854.0,0
6.75223,4.3501,46.17997,0.0,88884.0,0
6.54141,4.3501,46.23536,0.0,88914.0,0
6.3368,4.3501,46.28893,0.0,88944.0,0
6.13219,4.3501,46.34084,0.0,88974.0,0
5.93998,4.3501,46.39112,0.0,89004.0,0
5.75396,4.3501,46.43983,0.0,89034.0,0
5.57415,4.3501,46.48699,0.0,89064.0,0
5.40674,4.3501,46.53274,0.0,89094.0,0
5.25173,4.3501,46.57716,0.0,89124.0,0
5.10292,4.3501,46.62032,0.0,89154.0,0
4.96651,4.3501,46.66224,0.0,89184.0,0
4.8177,4.3501,46.70299,0.0,89214.0,0
4.6875,4.3501,46.74264,0.0,89244.0,0
4.55729,4.3501,46.7812,0.0,89274.0,0
4.44568,4.3501,46.81875,0.0,89304.0,0
4.33407,4.3501,46.85534,0.0,89334.0,0
4.23487,4.3501,46.89103,0.0,89364.0,0
4.12946,4.3501,46.92587,0.0,89394.0,0
4.03645,4.3501,46.95984,0.0,89424.0,0
3.93725,4.3501,46.99304,0.0,89454.0,0
3.85044,4.3501,47.02551,0.0,89484.0,0
3.76364,4.3501,47.05726,0.0,89514.0,0
3.68303,4.3501,47.08829,0.0,89544.0,0
3.59623,4.3501,47.11865,0.0,89574.0,0
3.52182,4.3501,47.14835,0.0,89604.0,0
3.47222,4.3501,47.17751,0.0,89634.0,0
3.39781,4.3501,47.20608,0.0,89664.0,0
3.33581,4.3501,47.23412,0.0,89694.0,0
3.28,4.3501,47.26164,0.0,89724.0,0
3.218,4.3501,47.28872,0.0,89754.0,0
3.156,4.3501,47.31526,0.0,89784.0,0
3.11879,4.3501,47.3414,0.0,89814.0,0
3.06919,4.3501,47.36716,0.0,89844.0,0
3.01339,4.3501,47.3925,0.0,89874.0,0
2.97619,4.3501,47.41744,0.0,89904.0,0
2.92658,4.3501,47.44205,0.0,89934.0,0
2.89558,4.3501,47.46586,0.0,89963.0,0
0.0,4.3359,0.0,0.0,89993.0,0
0.0,4.3331,0.0,0.0,90023.0,0
0.0,4.3309,0.0,0.0,90053.0,0
0.0,4.3291,0.0,0.0,90083.0,0
0.0,4.3275,0.0,0.0,90113.0,0
0.0,4.326,0.0,0.0,90143.0,0
0.0,4.3247,0.0,0.0,90173.0,0
0.0,4.3235,0.0,0.0,90203.0,0
0.0,4.3222,0.0,0.0,90233.0,0
0.0,4.3207,0.0,0.0,90263.0,0
0.0,4.3198,0.0,0.0,90293.0,0
0.0,4.3185,0.0,0.0,90323.0,0
0.0,4.3173,0.0,0.0,90353.0,0
0.0,4.3164,0.0,0.0,90383.0,0
0.0,4.3154,0.0,0.0,90413.0,0
0.0,4.3142,0.0,0.0,90443.0,0
0.0,4.3129,0.0,0.0,90473.0,0
0.0,4.312,0.0,0.0,90503.0,0
0.0,4.3111,0.0,0.0,90533.0,0
0.0,4.3102,0.0,0.0,90563.0,0
-58.02951,4.0476,0.0,0.48195,90563.0,0
-58.02331,4.0101,0.0,0.96551,90593.0,0
-58.02951,3.9862,0.0,1.44907,90623.0,0
-58.02951,3.9698,0.0,1.93264,90653.0,0
-58.02951,3.9567,0.0,2.41622,90683.0,0
-58.02951,3.9456,0.0,2.8998,90713.0,0
-58.02951,3.9357,0.0,3.38338,90743.0,0
-58.02951,3.9267,0.0,3.86696,90773.0,0
-58.02951,3.9177,0.0,4.35054,90803.0,0
-58.02951,3.909,0.0,4.83411,90833.0,0
-58.02951,3.9,0.0,5.31769,90863.0,0
-58.02951,3.891,0.0,5.80127,90893.0,0
-58.02951,3.8823,0.0,6.28485,90923.0,0
-58.02951,3.8733,0.0,6.76843,90953.0,0
-58.02951,3.864,0.0,7.25201,90983.0,0
-58.02951,3.8547,0.0,7.73559,91013.0,0
-58.02951,3.8454,0.0,8.21917,91043.0,0
-58.02951,3.8358,0.0,8.70275,91073.0,0
-58.02951,3.8262,0.0,9.18633,91103.0,0
-58.02951,3.8166,0.0,9.66991,91133.0,0
-58.02951,3.807,0.0,10.15349,91163.0,0
-58.02951,3.7974,0.0,10.63706,91193.0,0
-58.02951,3.7872,0.0,11.12064,91223.0,0
-58.02951,3.7775,0.0,11.60422,91253.0,0
-58.02951,3.7676,0.0,12.0878,91283.0,0
-58.02951,3.758,0.0,12.57138,91313.0,0
-58.02951,3.7478,0.0,13.05496,91343.0,0
-58.02951,3.7379,0.0,13.53854,91373.0,0
-58.02951,3.7282,0.0,14.02212,91403.0,0
-58.02951,3.7183,0.0,14.5057,91433.0,0
-58.02951,3.7084,0.0,14.98928,91463.0,0
-58.02951,3.6988,0.0,15.47287,91493.0,0
-58.02951,3.6889,0.0,15.95645,91523.0,0
-58.02951,3.6793,0.0,16.44003,91553.0,0
-58.02951,3.6697,0.0,16.9236,91583.0,0
-58.02951,3.6597,0.0,17.40719,91613.0,0
-58.02951,3.6501,0.0,17.89076,91643.0,0
-58.02951,3.6405,0.0,18.37434,91673.0,0
-58.02951,3.6312,0.0,18.85792,91703.0,0
-58.02951,3.6213,0.0,19.3415,91733.0,0
-58.02951,3.612,0.0,19.82508,91763.0,0
-58.02951,3.6027,0.0,20.30866,91793.0,0
-58.02951,3.5934,0.0,20.79224,91823.0,0
-58.02951,3.5844,0.0,21.27582,91853.0,0
-58.02951,3.5754,0.0,21.7594,91883.0,0
-58.02951,3.5667,0.0,22.24298,91913.0,0
-58.02951,3.558,0.0,22.72656,91943.0,0
-58.02951,3.5491,0.0,23.21014,91973.0,0
-58.02951,3.5407,0.0,23.69372,92003.0,0
-58.02951,3.5326,0.0,24.17729,92033.0,0
-58.02951,3.5246,0.0,24.66087,92063.0,0
-58.02951,3.5168,0.0,25.14445,92093.0,0
-58.02951,3.5091,0.0,25.62803,92123.0,0
-58.02951,3.5016,0.0,26.11161,92153.0,0
-58.02951,3.4948,0.0,26.59519,92183.0,0
-58.02951,3.4877,0.0,27.07877,92213.0,0
-58.02951,3.4809,0.0,27.56235,92243.0,0
-58.02951,3.474,0.0,28.04593,92273.0,0
-58.02951,3.4672,0.0,28.52951,92303.0,0
-58.02951,3.461,0.0,29.01309,92333.0,0
-58.02951,3.4548,0.0,29.49667,92363.0,0
-58.02951,3.4486,0.0,29.98025,92393.0,0
-58.02951,3.4424,0.0,30.46383,92423.0,0
-58.02951,3.4365,0.0,30.9474,92453.0,0
-58.02951,3.4309,0.0,31.43098,92483.0,0
-58.02951,3.425,0.0,31.91456,92513.0,0
-58.02951,3.4192,0.0,32.39814,92543.0,0
-58.02951,3.4133,0.0,32.88172,92573.0,0
-58.02951,3.408,0.0,33.3653,92603.0,0
-58.02951,3.4021,0.0,33.84888,92633.0,0
-58.02951,3.3962,0.0,34.33246,92663.0,0
-58.02951,3.3903,0.0,34.81603,92693.0,0
-58.02951,3.3847,0.0,35.29962,92723.0,0
-58.02951,3.3792,0.0,35.7832,92753.0,0
-58.02951,3.373,0.0,36.26678,92783.0,0
-58.02951,3.3668,0.0,36.75036,92813.0,0
-58.02951,3.3606,0.0,37.23393,92843.0,0
-58.02951,3.3541,0.0,37.71751,92873.0,0
-58.02951,3.3475,0.0,38.20109,92903.0,0
-58.02951,3.3404,0.0,38.68467,92933.0,0
-58.02951,3.3333,0.0,39.16825,92963.0,0
-58.02951,3.3255,0.0,39.65183,92993.0,0
-58.02951,3.3175,0.0,40.13541,93023.0,0
-58.02951,3.3088,0.0,40.61899,93053.0,0
-58.02951,3.2992,0.0,41.10257,93083.0,0
-58.02951,3.289,0.0,41.58615,93113.0,0
-58.02951,3.2778,0.0,42.06973,93143.0,0
-58.02951,3.2641,0.0,42.55331,93173.0,0
-58.02951,3.2486,0.0,43.03689,93203.0,0
-58.02951,3.2294,0.0,43.52046,93233.0,0
-58.02951,3.2037,0.0,44.00404,93263.0,0
-58.02951,3.1684,0.0,44.48762,93293.0,0
-58.02951,3.1156,0.0,44.9712,93323.0,0
-58.02951,3.0329,0.0,45.45478,93353.0,0
-58.02951,2.8989,0.0,45.93836,93383.0,0
-58.02951,2.685,0.0,46.42194,93413.0,0
-58.02951,2.402,0.0,46.90551,93443.0,0
-58.02951,2.1995,0.0,47.30528,93468.0,0
0.0,3.3823,0.0,0.0,93498.0,0
0.0,3.4343,0.0,0.0,93528.0,0
0.0,3.4629,0.0,0.0,93558.0,0
0.0,3.4784,0.0,0.0,93588.0,0
0.0,3.488,0.0,0.0,93618.0,0
0.0,3.4939,0.0,0.0,93648.0,0
0.0,3.4985,0.0,0.0,93678.0,0
0.0,3.5016,0.0,0.0,93708.0,0
0.0,3.5047,0.0,0.0,93738.0,0
0.0,3.5069,0.0,0.0,93768.0,0
0.0,3.5088,0.0,0.0,93798.0,0
0.0,3.5106,0.0,0.0,93828.0,0
0.0,3.5122,0.0,0.0,93858.0,0
0.0,3.5134,0.0,0.0,93888.0,0
0.0,3.5146,0.0,0.0,93918.0,0
0.0,3.5156,0.0,0.0,93948.0,0
0.0,3.5168,0.0,0.0,93978.0,0
0.0,3.5177,0.0,0.0,94008.0,0
0.0,3.519,0.0,0.0,94038.0,0
0.0,3.5199,0.0,0.0,94068.0,0
58.03571,3.722,0.48203,0.0,94098.0,0
58.03571,3.7493,0.96567,0.0,94128.0,0
58.03571,3.7679,1.4493,0.0,94158.0,0
58.03571,3.7819,1.93293,0.0,94188.0,0
58.03571,3.7934,2.41657,0.0,94218.0,0
58.03571,3.803,2.90021,0.0,94248.0,0
58.03571,3.8116,3.38384,0.0,94278.0,0
58.03571,3.8194,3.86748,0.0,94308.0,0
58.03571,3.8265,4.35111,0.0,94338.0,0
58.03571,3.8327,4.83475,0.0,94368.0,0
58.04191,3.8386,5.31839,0.0,94398.0,0
58.03571,3.8442,5.80203,0.0,94428.0,0
58.03571,3.8492,6.28567,0.0,94458.0,0
58.04191,3.8538,6.76931,0.0,94488.0,0
58.04191,3.8585,7.25296,0.0,94518.0,0
58.04191,3.8628,7.73661,0.0,94548.0,0
58.03571,3.8671,8.22027,0.0,94578.0,0
58.03571,3.8715,8.70392,0.0,94608.0,0
58.04191,3.8758,9.18757,0.0,94638.0,0
58.03571,3.8798,9.67123,0.0,94668.0,0
58.04191,3.8842,10.15489,0.0,94698.0,0
58.03571,3.8885,10.63856,0.0,94728.0,0
58.04191,3.8929,11.12221,0.0,94758.0,0
58.04191,3.8969,11.60587,0.0,94788.0,0
58.04191,3.9015,12.08952,0.0,94818.0,0
58.04191,3.9059,12.57318,0.0,94848.0,0
58.03571,3.9105,13.05684,0.0,94878.0,0
58.04191,3.9152,13.54051,0.0,94908.0,0
58.03571,3.9198,14.02418,0.0,94938.0,0
58.04191,3.9251,14.50785,0.0,94968.0,0
58.04191,3.9298,14.99151,0.0,94998.0,0
58.04191,3.935,15.47517,0.0,95028.0,0
58.03571,3.9406,15.95883,0.0,95058.0,0
58.04191,3.9456,16.44249,0.0,95088.0,0
58.04191,3.9515,16.92615,0.0,95118.0,0
58.04191,3.9574,17.4098,0.0,95148.0,0
58.03571,3.9629,17.89346,0.0,95178.0,0
58.04191,3.9691,18.37712,0.0,95208.0,0
58.03571,3.9756,18.86079,0.0,95238.0,0
58.04191,3.9822,19.34446,0.0,95268.0,0
58.04191,3.989,19.82812,0.0,95298.0,0
58.03571,3.9961,20.31178,0.0,95328.0,0
58.04191,4.0029,20.79545,0.0,95358.0,0
58.04191,4.0104,21.27912,0.0,95388.0,0
58.04191,4.0181,21.76278,0.0,95418.0,0
58.04191,4.0259,22.24644,0.0,95448.0,0
58.03571,4.0342,22.73011,0.0,95478.0,0
58.04191,4.0426,23.21378,0.0,95508.0,0
58.03571,4.0513,23.69744,0.0,95538.0,0
58.04191,4.0603,24.18111,0.0,95568.0,0
58.03571,4.069,24.66478,0.0,95598.0,0
58.04191,4.0783,25.14845,0.0,95628.0,0
58.03571,4.0876,25.63212,0.0,95658.0,0
58.04191,4.0969,26.11578,0.0,95688.0,0
58.04191,4.1065,26.59945,0.0,95718.0,0
58.03571,4.1167,27.0831,0.0,95748.0,0
58.03571,4.1263,27.56676,0.0,95778.0,0
58.04191,4.1362,28.05042,0.0,95808.0,0
58.03571,4.1468,28.53406,0.0,95838.0,0
58.04191,4.157,29.01771,0.0,95868.0,0
58.03571,4.1669,29.50136,0.0,95898.0,0
58.04191,4.1772,29.98502,0.0,95928.0,0
58.04191,4.188,30.46867,0.0,95958.0,0
58.03571,4.1982,30.95231,0.0,95988.0,0
58.03571,4.2088,31.43596,0.0,96018.0,0
58.03571,4.2196,31.91959,0.0,96048.0,0
58.03571,4.2302,32.40323,0.0,96078.0,0
58.03571,4.2407,32.88686,0.0,96108.0,0
58.03571,4.2516,33.37051,0.0,96138.0,0
58.04191,4.2624,33.85416,0.0,96168.0,0
58.04191,4.273,34.33781,0.0,96198.0,0
58.03571,4.2841,34.82145,0.0,96228.0,0
58.03571,4.295,35.30509,0.0,96258.0,0
58.04191,4.3061,35.78873,0.0,96288.0,0
58.03571,4.317,36.27236,0.0,96318.0,0
58.03571,4.3278,36.756,0.0,96348.0,0
58.03571,4.339,37.23963,0.0,96378.0,0
58.03571,4.3495,37.72326,0.0,96408.0,0
54.08606,4.3501,38.1906,0.0,96438.0,0
50.84945,4.3501,38.62743,0.0,96468.0,0
48.00967,4.3501,39.03919,0.0,96498.0,0
45.3745,4.3498,39.42811,0.0,96528.0,0
42.88814,4.3498,39.79579,0.0,96558.0,0
40.56919,4.3498,40.14341,0.0,96588.0,0
38.35565,4.3498,40.47214,0.0,96618.0,0
36.30332,4.3501,40.78312,0.0,96648.0,0
34.33159,4.3501,41.07727,0.0,96678.0,0
32.49628,4.3498,41.35561,0.0,96708.0,0
30.77877,4.3501,41.6191,0.0,96738.0,0
29.16046,4.3498,41.86875,0.0,96768.0,0
27.64756,4.3498,42.1054,0.0,96798.0,0
26.24628,4.3501,42.32989,0.0,96828.0,0
24.92559,4.3498,42.54307,0.0,96858.0,0
23.69791,4.3498,42.74562,0.0,96888.0,0
22.55704,4.3498,42.93826,0.0,96918.0,0
21.47817,4.3498,43.12167,0.0,96948.0,0
20.4551,4.3498,43.29635,0.0,96978.0,0
19.51885,4.3498,43.46287,0.0,97008.0,0
18.63219,4.3498,43.62175,0.0,97038.0,0
17.80134,4.3498,43.77347,0.0,97068.0,0
17.02008,4.3498,43.91852,0.0,97098.0,0
16.28224,4.3498,44.05723,0.0,97128.0,0
15.59399,4.3498,44.19007,0.0,97158.0,0
14.94915,4.3498,44.31731,0.0,97188.0,0
14.32291,4.3498,44.43923,0.0,97218.0,0
13.73387,4.3498,44.55607,0.0,97248.0,0
13.16964,4.3498,44.66811,0.0,97278.0,0
12.64261,4.3498,44.77566,0.0,97308.0,0
12.14657,4.3498,44.87894,0.0,97338.0,0
11.66294,4.3498,44.97814,0.0,97368.0,0
11.19791,4.3498,45.07339,0.0,97398.0,0
10.78249,4.3498,45.16496,0.0,97428.0,0
10.37326,4.3498,45.25305,0.0,97458.0,0
9.95783,4.3498,45.33779,0.0,97488.0,0
9.59201,4.3498,45.41928,0.0,97518.0,0
9.24479,4.3498,45.49776,0.0,97548.0,0
8.90377,4.3498,45.57333,0.0,97578.0,0
8.58755,4.3498,45.64613,0.0,97608.0,0
8.27752,4.3498,45.71635,0.0,97638.0,0
7.97371,4.3498,45.78406,0.0,97668.0,0
7.70089,4.3498,45.84936,0.0,97698.0,0
7.43427,4.3498,45.91244,0.0,97728.0,0
7.17385,4.3498,45.97328,0.0,97758.0,0
6.93824,4.3498,46.03209,0.0,97788.0,0
6.70882,4.3498,46.08895,0.0,97818.0,0
6.48561,4.3498,46.14391,0.0,97848.0,0
6.281,4.3498,46.19713,0.0,97878.0,0
6.08258,4.3498,46.24865,0.0,97908.0,0
5.90277,4.3498,46.29854,0.0,97938.0,0
5.71056,4.3498,46.34692,0.0,97968.0,0
5.54315,4.3498,46.39379,0.0,97998.0,0
5.38814,4.3498,46.4393,0.0,98028.0,0
5.22693,4.3498,46.48347,0.0,98058.0,0
5.07192,4.3498,46.52641,0.0,98088.0,0
4.93551,4.3498,46.56808,0.0,98118.0,0
4.8053,4.3498,46.60863,0.0,98148.0,0
4.68129,4.3498,46.64811,0.0,98178.0,0
4.54489,4.3498,46.68654,0.0,98208.0,0
4.43948,4.3498,46.72397,0.0,98238.0,0
4.32167,4.3498,46.76044,0.0,98268.0,0
4.22247,4.3498,46.79603,0.0,98298.0,0
4.11706,4.3498,46.83077,0.0,98328.0,0
4.01785,4.3498,46.86468,0.0,98358.0,0
3.93105,4.3498,46.89783,0.0,98388.0,0
3.84424,4.3498,46.9302,0.0,98418.0,0
3.74503,4.3498,46.96184,0.0,98448.0,0
3.67683,4.3498,46.9928,0.0,98478.0,0
3.60863,4.3498,47.02314,0.0,98508.0,0
3.52802,4.3498,47.05292,0.0,98538.0,0
3.47222,4.3498,47.08208,0.0,98568.0,0
3.40401,4.3498,47.11069,0.0,98598.0,0
3.33581,4.3498,47.13877,0.0,98628.0,0
3.28,4.3498,47.16638,0.0,98658.0,0
3.2242,4.3498,47.19348,0.0,98688.0,0
3.1622,4.3498,47.22012,0.0,98718.0,0
3.11879,4.3498,47.2463,0.0,98748.0,0
3.06919,4.3498,47.27207,0.0,98778.0,0
3.02579,4.3498,47.29748,0.0,98808.0,0
2.98859,4.3501,47.32253,0.0,98838.0,0
2.94518,4.3498,47.34727,0.0,98868.0,0
2.90178,4.3498,47.37164,0.0,98898.0,0
2.89558,4.3498,47.37349,0.0,98901.0,0
0.0,4.3356,0.0,0.0,98931.0,0
0.0,4.3328,0.0,0.0,98961.0,0
0.0,4.3306,0.0,0.0,98991.0,0
0.0,4.3288,0.0,0.0,99021.0,0
0.0,4.3272,0.0,0.0,99051.0,0
0.0,4.3257,0.0,0.0,99081.0,0
0.0,4.3244,0.0,0.0,99111.0,0
0.0,4.3232,0.0,0.0,99141.0,0
0.0,4.3219,0.0,0.0,99171.0,0
0.0,4.3204,0.0,0.0,99201.0,0
0.0,4.3191,0.0,0.0,99231.0,0
0.0,4.3182,0.0,0.0,99261.0,0
0.0,4.317,0.0,0.0,99291.0,0
0.0,4.3157,0.0,0.0,99321.0,0
0.0,4.3148,0.0,0.0,99351.0,0
0.0,4.3136,0.0,0.0,99381.0,0
0.0,4.3126,0.0,0.0,99411.0,0
0.0,4.3117,0.0,0.0,99441.0,0
0.0,4.3108,0.0,0.0,99471.0,0
0.0,4.3098,0.0,0.0,99501.0,0
-58.02331,4.0482,0.0,0.48193,99501.0,0
-58.02951,4.0113,0.0,0.96547,99531.0,0
-58.02951,3.9884,0.0,1.44902,99561.0,0
-58.02951,3.9713,0.0,1.93258,99591.0,0
-58.02951,3.9586,0.0,2.41615,99621.0,0
-58.02951,3.9474,0.0,2.89972,99651.0,0
-58.02951,3.9375,0.0,3.3833,99681.0,0
-58.02951,3.9282,0.0,3.86688,99711.0,0
-58.02951,3.9192,0.0,4.35046,99741.0,0
-58.02951,3.9105,0.0,4.83404,99771.0,0
-58.02951,3.9015,0.0,5.31762,99801.0,0
-58.02951,3.8929,0.0,5.80119,99831.0,0
-58.02951,3.8836,0.0,6.28477,99861.0,0
